2026-06-18 17:35:12.045 [] INFO  LeadCreationTest.suiteSetup - Login as USER2 successful
2026-06-18 17:35:12.446 [] INFO  LeadCreationTest.logInfo - [Stage] Current Stage | Value: Lead Creation
2026-06-18 17:35:13.182 [] INFO  LeadCreationTest.log - [New Lead] Button displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:35:19.045 [] INFO  LeadCreationTest.log - [New Lead] Clicked New Lead | Expected: Lead form opened | Actual: Clicked | Status: PASS
2026-06-18 17:35:19.748 [] INFO  LeadCreationTest.log - [fName] Customer First Name | Expected: FARRUX | Actual: FARRUX | Status: PASS
2026-06-18 17:35:20.258 [] INFO  LeadCreationTest.log - [famName] Customer Last Name | Expected: RABIYEV | Actual: RABIYEV | Status: PASS
2026-06-18 17:35:23.107 [] INFO  LeadCreationTest.log - [countryCode] Mobile Code +998 | Expected: +998 | Actual: +998 | Status: PASS
2026-06-18 17:35:23.624 [] INFO  LeadCreationTest.log - [mobileNo] Mobile Number | Expected: 901234567 | Actual: 901234567 | Status: PASS
2026-06-18 17:35:23.988 [] INFO  LeadCreationTest.log - [dob] Date of Birth | Expected: 21-03-1989 | Actual: 21-03-1989 | Status: PASS
2026-06-18 17:35:25.173 [] INFO  LeadCreationTest.log - [Save] Displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:35:28.719 [] INFO  ToastUtil.findToastMessage - Toast captured: PreLead has been Saved Successfully.Kindly Refer PreLeadId No. 400
2026-06-18 17:35:28.719 [] INFO  LeadCreationTest.log - [Save] Save Lead | Expected: Success | Actual: PreLead has been Saved Successfully.Kindly Refer PreLeadId No. 400 | Status: PASS
2026-06-18 17:35:28.746 [] INFO  LeadCreationTest.logInfo - [Save] Lead ID captured | Value: 400
2026-06-18 17:35:33.826 [] INFO  LeadCreationTest.log - [Lead List] Navigate to Lead List | Expected: Lead List page opened | Actual: Clicked | Status: PASS
2026-06-18 17:35:35.980 [] INFO  LeadCreationTest.log - [Search] Search Lead ID | Expected: 400 | Actual: Searched | Status: PASS
2026-06-18 17:35:41.795 [] INFO  LeadCreationTest.log - [Lead List] Double-click Lead | Expected: Conversion form opened | Actual: Clicked | Status: PASS
2026-06-18 17:35:42.897 [] INFO  LeadCreationTest.log - [idType] ID Type | Expected: Passport Number | Actual: Passport | Status: PASS
2026-06-18 17:35:43.389 [] INFO  LeadCreationTest.log - [idNumber] ID Number (PINFL) | Expected: 32103895350018 | Actual: 321038953 | Status: PASS
2026-06-18 17:35:43.739 [] INFO  LeadCreationTest.log - [dob] Date of Birth | Expected: 21-03-1989 | Actual: 21-03-1989 | Status: PASS
2026-06-18 17:35:47.776 [] INFO  LeadCreationTest.log - [Search] Click Search | Expected: Customer data fetched | Actual: Clicked | Status: PASS
2026-06-18 17:38:15.369 [] INFO  LeadCreationTest.suiteSetup - Login as USER2 successful
2026-06-18 17:38:15.846 [] INFO  LeadCreationTest.logInfo - [Stage] Current Stage | Value: Lead Creation
2026-06-18 17:38:16.601 [] INFO  LeadCreationTest.log - [New Lead] Button displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:38:18.724 [] INFO  LeadCreationTest.log - [New Lead] Clicked New Lead | Expected: Lead form opened | Actual: Clicked | Status: PASS
2026-06-18 17:38:44.895 [] INFO  LeadCreationTest.suiteSetup - Login as USER2 successful
2026-06-18 17:38:45.260 [] INFO  LeadCreationTest.logInfo - [Stage] Current Stage | Value: Lead Creation
2026-06-18 17:38:45.955 [] INFO  LeadCreationTest.log - [New Lead] Button displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:38:51.191 [] INFO  LeadCreationTest.log - [New Lead] Clicked New Lead | Expected: Lead form opened | Actual: Clicked | Status: PASS
2026-06-18 17:38:51.842 [] INFO  LeadCreationTest.log - [fName] Customer First Name | Expected: FARRUX | Actual: FARRUX | Status: PASS
2026-06-18 17:38:52.351 [] INFO  LeadCreationTest.log - [famName] Customer Last Name | Expected: RABIYEV | Actual: RABIYEV | Status: PASS
2026-06-18 17:38:55.087 [] INFO  LeadCreationTest.log - [countryCode] Mobile Code +998 | Expected: +998 | Actual: +998 | Status: PASS
2026-06-18 17:38:55.583 [] INFO  LeadCreationTest.log - [mobileNo] Mobile Number | Expected: 901234567 | Actual: 901234567 | Status: PASS
2026-06-18 17:38:55.946 [] INFO  LeadCreationTest.log - [dob] Date of Birth | Expected: 21-03-1989 | Actual: 21-03-1989 | Status: PASS
2026-06-18 17:38:57.161 [] INFO  LeadCreationTest.log - [Save] Displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:39:06.232 [] ERROR LeadCreationTest.log - [Save] Save Lead | Expected: Success | Actual: No toast | Status: FAIL
2026-06-18 17:42:17.023 [] INFO  LeadCreationTest.suiteSetup - Login as USER2 successful
2026-06-18 17:42:17.414 [] INFO  LeadCreationTest.logInfo - [Stage] Current Stage | Value: Lead Creation
2026-06-18 17:42:18.132 [] INFO  LeadCreationTest.log - [New Lead] Button displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:42:24.991 [] INFO  LeadCreationTest.log - [New Lead] Clicked New Lead | Expected: Lead form opened | Actual: Clicked | Status: PASS
2026-06-18 17:42:25.594 [] INFO  LeadCreationTest.log - [fName] Customer First Name | Expected: FARRUX | Actual: FARRUX | Status: PASS
2026-06-18 17:42:26.155 [] INFO  LeadCreationTest.log - [famName] Customer Last Name | Expected: RABIYEV | Actual: RABIYEV | Status: PASS
2026-06-18 17:42:29.483 [] INFO  LeadCreationTest.log - [countryCode] Mobile Code +998 | Expected: +998 | Actual: +998 | Status: PASS
2026-06-18 17:42:30.036 [] INFO  LeadCreationTest.log - [mobileNo] Mobile Number | Expected: 984749581 | Actual: 984749581 | Status: PASS
2026-06-18 17:42:30.399 [] INFO  LeadCreationTest.log - [dob] Date of Birth | Expected: 21-03-1989 | Actual: 21-03-1989 | Status: PASS
2026-06-18 17:42:31.460 [] INFO  LeadCreationTest.log - [Save] Displayed | Expected: true | Actual: true | Status: PASS
2026-06-18 17:42:35.007 [] INFO  ToastUtil.findToastMessage - Toast captured: PreLead has been Saved Successfully.Kindly Refer PreLeadId No. 401
2026-06-18 17:42:35.007 [] INFO  LeadCreationTest.log - [Save] Save Lead | Expected: Success | Actual: PreLead has been Saved Successfully.Kindly Refer PreLeadId No. 401 | Status: PASS
2026-06-18 17:42:35.025 [] INFO  LeadCreationTest.logInfo - [Save] Lead ID captured | Value: 401
2026-06-18 17:42:40.240 [] INFO  LeadCreationTest.log - [Lead List] Navigate to Lead List | Expected: Lead List page opened | Actual: Clicked | Status: PASS
2026-06-18 17:42:42.418 [] INFO  LeadCreationTest.log - [Search] Search Lead ID | Expected: 401 | Actual: Searched | Status: PASS
2026-06-18 17:42:48.284 [] INFO  LeadCreationTest.log - [Lead List] Double-click Lead | Expected: Conversion form opened | Actual: Clicked | Status: PASS
2026-06-18 17:42:49.413 [] INFO  LeadCreationTest.log - [idType] ID Type | Expected: PINFL Number | Actual: PINFL Number | Status: PASS
2026-06-18 17:42:49.909 [] INFO  LeadCreationTest.log - [idNumber] ID Number (PINFL) | Expected: 32103895350018 | Actual: 32103895350018 | Status: PASS
